<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI [RTSIDX],Daily,20030320,0,363.560000,366.560000,362.600000,366.380000,15391259.000000
RTSI [RTSIDX],Daily,20030321,0,368.250000,369.430000,367.940000,368.580000,11020645.000000
RTSI [RTSIDX],Daily,20030324,0,369.140000,369.140000,361.630000,363.000000,9323371.000000
RTSI [RTSIDX],Daily,20030325,0,364.280000,365.450000,364.280000,364.980000,6717843.000000
RTSI [RTSIDX],Daily,20030326,0,363.900000,364.870000,363.390000,364.610000,3918668.000000
RTSI [RTSIDX],Daily,20030327,0,365.290000,367.500000,365.290000,366.180000,14954014.000000
RTSI [RTSIDX],Daily,20030328,0,366.980000,366.990000,366.330000,366.330000,8055218.000000
RTSI [RTSIDX],Daily,20030331,0,363.680000,363.680000,359.470000,360.330000,12702508.000000
RTSI [RTSIDX],Daily,20030401,0,360.880000,361.030000,360.660000,360.660000,11905250.000000
RTSI [RTSIDX],Daily,20030402,0,362.330000,363.270000,361.680000,363.200000,9729338.000000
RTSI [RTSIDX],Daily,20030403,0,363.630000,364.220000,363.160000,363.370000,13215723.000000
RTSI [RTSIDX],Daily,20030404,0,358.470000,362.160000,358.470000,362.160000,14148841.000000
RTSI [RTSIDX],Daily,20030407,0,362.250000,365.790000,362.250000,365.790000,23330175.000000
RTSI [RTSIDX],Daily,20030408,0,364.330000,368.860000,364.330000,368.660000,18370067.000000
RTSI [RTSIDX],Daily,20030409,0,370.950000,371.210000,369.020000,370.800000,25162348.000000
RTSI [RTSIDX],Daily,20030410,0,370.520000,370.730000,369.260000,369.550000,29510896.000000
RTSI [RTSIDX],Daily,20030411,0,372.050000,374.330000,372.050000,373.690000,12980587.000000
RTSI [RTSIDX],Daily,20030414,0,375.270000,380.140000,374.670000,379.960000,16974934.000000
RTSI [RTSIDX],Daily,20030415,0,382.050000,386.750000,382.050000,386.750000,29717695.000000
RTSI [RTSIDX],Daily,20030416,0,391.450000,394.600000,388.580000,388.580000,27728487.000000
RTSI [RTSIDX],Daily,20030417,0,391.100000,392.570000,389.520000,392.400000,14121069.000000
RTSI [RTSIDX],Daily,20030418,0,400.710000,403.010000,400.260000,402.840000,35694684.000000
RTSI [RTSIDX],Daily,20030421,0,415.020000,421.600000,415.020000,419.490000,82479846.000000
RTSI [RTSIDX],Daily,20030422,0,425.360000,425.380000,418.280000,418.280000,43480126.000000
RTSI [RTSIDX],Daily,20030423,0,423.560000,430.190000,419.350000,429.440000,39842267.000000
RTSI [RTSIDX],Daily,20030424,0,424.880000,429.250000,420.410000,420.410000,17723826.000000
RTSI [RTSIDX],Daily,20030425,0,423.240000,430.390000,422.050000,430.390000,28076490.000000
RTSI [RTSIDX],Daily,20030428,0,433.800000,449.410000,433.800000,446.820000,51083393.000000
RTSI [RTSIDX],Daily,20030429,0,436.170000,436.170000,429.890000,431.440000,25264275.000000
RTSI [RTSIDX],Daily,20030430,0,429.160000,429.160000,418.840000,422.370000,30862195.000000
RTSI [RTSIDX],Daily,20030505,0,422.350000,431.660000,422.290000,431.650000,16995005.000000
RTSI [RTSIDX],Daily,20030506,0,431.630000,431.630000,425.090000,426.140000,27502967.000000
RTSI [RTSIDX],Daily,20030507,0,425.800000,425.800000,421.250000,423.240000,27566167.000000
RTSI [RTSIDX],Daily,20030508,0,422.840000,423.880000,418.210000,418.210000,16378702.000000
RTSI [RTSIDX],Daily,20030512,0,423.780000,428.450000,423.780000,427.570000,12463230.000000
RTSI [RTSIDX],Daily,20030513,0,432.880000,434.930000,430.710000,432.400000,24471423.000000
RTSI [RTSIDX],Daily,20030514,0,433.550000,437.360000,433.210000,437.360000,11576708.000000
RTSI [RTSIDX],Daily,20030515,0,441.060000,442.760000,440.600000,442.760000,23805203.000000
RTSI [RTSIDX],Daily,20030516,0,441.620000,450.920000,441.620000,450.400000,42469222.000000
RTSI [RTSIDX],Daily,20030519,0,450.890000,462.640000,450.890000,459.570000,33627336.000000
RTSI [RTSIDX],Daily,20030520,0,449.240000,449.240000,442.030000,444.500000,16027349.000000
RTSI [RTSIDX],Daily,20030521,0,446.960000,446.960000,440.530000,442.580000,28819626.000000
RTSI [RTSIDX],Daily,20030522,0,446.150000,451.070000,446.150000,451.070000,45458908.000000
RTSI [RTSIDX],Daily,20030523,0,457.040000,459.490000,453.590000,454.030000,44397829.000000
RTSI [RTSIDX],Daily,20030526,0,455.470000,459.380000,454.260000,459.380000,33901292.000000
